*SOM N DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                Cumul.
!               <---- SOM N in top layers ----> <---------------- Total Soil Organic Nitrogen ----------------> <-------- Active Soil Organic Nitrogen (SOM1) --------> <---- Intermediate Soil Organic N (SOM2) -----> <------- Passive Soil Organic N (SOM3) -------> <----------------- Litter Nitrogen -------------------> <------------- Metabolic Litter Nitrogen -------------> <------------ Structural Litter Nitrogen ------------->  Res. N
!               20cm-kg  20cm-% 40cm-kg  40cm-%   Total Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 (kg/ha)
@YEAR DOY   DAS  SNS20D  SN%20D  SNS40D  SN%40D    SOND    SN0D    SNTD    SN1D    SN2D    SN3D    SN4D   SN5+D   S1N0D   S1NTD   S1N1D   S1N2D   S1N3D   S1N4D  S1N5+D   S2NTD   S2N1D   S2N2D   S2N3D   S2N4D  S2N5+D   S3NTD   S3N1D   S3N2D   S3N3D   S3N4D  S3N5+D    LN0D    LNTD    LN1D    LN2D    LN3D    LN4D   LN5+D   MEN0D   MENTD   MEN1D   MEN2D   MEN3D   MEN4D  MEN5+D   STN0D   STNTD   STN1D   STN2D   STN3D   STN4D  STN5+D   RESNC
 2017 024    75    3703   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   43.61   14.37   29.23    0.00    0.00    0.00    0.00   40.26   13.26   27.00    0.00    0.00    0.00    0.00    3.35    1.11    2.23    0.00    0.00    0.00       0
 2017 025    76    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   43.38   14.30   29.08    0.00    0.00    0.00    0.00   40.04   13.18   26.85    0.00    0.00    0.00    0.00    3.35    1.11    2.23    0.00    0.00    0.00       0
 2017 026    77    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   43.13   14.21   28.92    0.00    0.00    0.00    0.00   39.79   13.10   26.69    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 027    78    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.92   14.15   28.77    0.00    0.00    0.00    0.00   39.58   13.03   26.54    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 028    79    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.72   14.09   28.63    0.00    0.00    0.00    0.00   39.38   12.97   26.40    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 029    80    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      22       6      12       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.56   14.04   28.52    0.00    0.00    0.00    0.00   39.22   12.93   26.29    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 030    81    3704   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.42   13.99   28.42    0.00    0.00    0.00    0.00   39.07   12.88   26.19    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 031    82    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.28   13.95   28.33    0.00    0.00    0.00    0.00   38.94   12.84   26.10    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 032    83    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.17   13.92   28.25    0.00    0.00    0.00    0.00   38.83   12.80   26.03    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 033    84    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   42.06   13.88   28.18    0.00    0.00    0.00    0.00   38.72   12.77   25.95    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 034    85    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.93   13.84   28.09    0.00    0.00    0.00    0.00   38.59   12.73   25.86    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 035    86    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.80   13.80   28.00    0.00    0.00    0.00    0.00   38.46   12.69   25.78    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 036    87    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.67   13.76   27.92    0.00    0.00    0.00    0.00   38.34   12.64   25.69    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 037    88    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.55   13.71   27.83    0.00    0.00    0.00    0.00   38.21   12.60   25.60    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 038    89    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      23       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.42   13.67   27.75    0.00    0.00    0.00    0.00   38.08   12.56   25.52    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 039    90    3705   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.30   13.63   27.67    0.00    0.00    0.00    0.00   37.96   12.52   25.44    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 040    91    3706   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.20   13.60   27.60    0.00    0.00    0.00    0.00   37.86   12.49   25.37    0.00    0.00    0.00    0.00    3.34    1.11    2.23    0.00    0.00    0.00       0
 2017 041    92    3706   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   41.06   13.55   27.51    0.00    0.00    0.00    0.00   37.73   12.44   25.28    0.00    0.00    0.00    0.00    3.34    1.11    2.22    0.00    0.00    0.00       0
 2017 042    93    3706   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       6      13       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.92   13.51   27.41    0.00    0.00    0.00    0.00   37.59   12.40   25.19    0.00    0.00    0.00    0.00    3.34    1.11    2.22    0.00    0.00    0.00       0
 2017 043    94    3706   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       7      14       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.78   13.46   27.32    0.00    0.00    0.00    0.00   37.45   12.35   25.10    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 044    95    3706   0.132    1551   0.055    8913       0    8913    1156    2076    1544     782    3355       0      24       7      14       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.63   13.41   27.22    0.00    0.00    0.00    0.00   37.29   12.30   24.99    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 045    96    3706   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3355       0      24       7      14       1       1       2      71       9      16      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.47   13.35   27.11    0.00    0.00    0.00    0.00   37.13   12.24   24.89    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 046    97    3706   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3355       0      24       7      14       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.31   13.30   27.01    0.00    0.00    0.00    0.00   36.97   12.19   24.79    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 047    98    3707   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3355       0      25       7      14       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   40.10   13.22   26.88    0.00    0.00    0.00    0.00   36.77   12.11   24.66    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 048    99    3707   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      25       7      14       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   39.84   13.13   26.71    0.00    0.00    0.00    0.00   36.51   12.02   24.49    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 049   100    3707   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      25       7      14       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   39.58   13.04   26.55    0.00    0.00    0.00    0.00   36.25   11.93   24.33    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 050   101    3707   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      25       7      14       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   39.34   12.95   26.39    0.00    0.00    0.00    0.00   36.01   11.84   24.17    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 051   102    3708   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      26       7      15       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3326    0.00   39.03   12.83   26.20    0.00    0.00    0.00    0.00   35.70   11.73   23.98    0.00    0.00    0.00    0.00    3.33    1.11    2.22    0.00    0.00    0.00       0
 2017 052   103    3708   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      26       7      15       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   38.64   12.70   25.95    0.00    0.00    0.00    0.00   35.32   11.59   23.73    0.00    0.00    0.00    0.00    3.32    1.11    2.22    0.00    0.00    0.00       0
 2017 053   104    3708   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      26       7      15       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   38.17   12.53   25.63    0.00    0.00    0.00    0.00   34.84   11.42   23.42    0.00    0.00    0.00    0.00    3.32    1.11    2.22    0.00    0.00    0.00       0
 2017 054   105    3709   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      27       7      15       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   37.54   12.33   25.21    0.00    0.00    0.00    0.00   34.22   11.22   23.00    0.00    0.00    0.00    0.00    3.32    1.11    2.21    0.00    0.00    0.00       0
 2017 055   106    3710   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      27       8      16       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   36.76   12.07   24.69    0.00    0.00    0.00    0.00   33.44   10.96   22.48    0.00    0.00    0.00    0.00    3.32    1.10    2.21    0.00    0.00    0.00       0
 2017 056   107    3710   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      28       8      16       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   35.94   11.79   24.15    0.00    0.00    0.00    0.00   32.63   10.68   21.94    0.00    0.00    0.00    0.00    3.31    1.10    2.21    0.00    0.00    0.00       0
 2017 057   108    3711   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      29       8      17       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   35.36   11.64   23.72    0.00    0.00    0.00    0.00   32.05   10.54   21.51    0.00    0.00    0.00    0.00    3.31    1.10    2.21    0.00    0.00    0.00       0
 2017 058   109    3711   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      29       8      17       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   34.90   11.52   23.38    0.00    0.00    0.00    0.00   31.59   10.42   21.17    0.00    0.00    0.00    0.00    3.31    1.10    2.20    0.00    0.00    0.00       0
 2017 059   110    3712   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      29       8      17       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   34.58   11.43   23.14    0.00    0.00    0.00    0.00   31.27   10.33   20.94    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 060   111    3712   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      17       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   34.32   11.36   22.95    0.00    0.00    0.00    0.00   31.01   10.26   20.75    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 061   112    3712   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   34.08   11.30   22.79    0.00    0.00    0.00    0.00   30.78   10.20   20.59    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 062   113    3712   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   33.92   11.24   22.68    0.00    0.00    0.00    0.00   30.62   10.14   20.48    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 063   114    3712   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   33.74   11.18   22.57    0.00    0.00    0.00    0.00   30.44   10.08   20.37    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 064   115    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   33.56   11.11   22.45    0.00    0.00    0.00    0.00   30.26   10.01   20.25    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 065   116    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       8      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   33.40   11.05   22.34    0.00    0.00    0.00    0.00   30.10    9.96   20.14    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 066   117    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      30       9      18       1       1       2      71       9      17      12       6      27    8777    1127    2019    1531     775    3325    0.00   33.25   11.00   22.24    0.00    0.00    0.00    0.00   29.95    9.90   20.05    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 067   118    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      31       9      18       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   33.09   10.94   22.14    0.00    0.00    0.00    0.00   29.79    9.85   19.94    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 068   119    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      31       9      18       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   32.93   10.89   22.04    0.00    0.00    0.00    0.00   29.63    9.79   19.84    0.00    0.00    0.00    0.00    3.30    1.10    2.20    0.00    0.00    0.00       0
 2017 069   120    3713   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      31       9      18       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   32.72   10.81   21.90    0.00    0.00    0.00    0.00   29.42    9.72   19.71    0.00    0.00    0.00    0.00    3.29    1.10    2.20    0.00    0.00    0.00       0
 2017 070   121    3714   0.132    1551   0.055    8912       0    8912    1156    2076    1544     782    3354       0      31       9      18       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   32.45   10.72   21.73    0.00    0.00    0.00    0.00   29.16    9.62   19.54    0.00    0.00    0.00    0.00    3.29    1.10    2.20    0.00    0.00    0.00       0
 2017 071   122    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      31       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   32.17   10.62   21.56    0.00    0.00    0.00    0.00   28.88    9.52   19.36    0.00    0.00    0.00    0.00    3.29    1.10    2.19    0.00    0.00    0.00       0
 2017 072   123    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      31       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.96   10.54   21.42    0.00    0.00    0.00    0.00   28.67    9.44   19.23    0.00    0.00    0.00    0.00    3.29    1.10    2.19    0.00    0.00    0.00       0
 2017 073   124    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.81   10.49   21.33    0.00    0.00    0.00    0.00   28.52    9.39   19.13    0.00    0.00    0.00    0.00    3.29    1.10    2.19    0.00    0.00    0.00       0
 2017 074   125    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.69   10.44   21.25    0.00    0.00    0.00    0.00   28.40    9.35   19.06    0.00    0.00    0.00    0.00    3.29    1.10    2.19    0.00    0.00    0.00       0
 2017 075   126    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.59   10.41   21.19    0.00    0.00    0.00    0.00   28.31    9.31   18.99    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 076   127    3714   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.51   10.38   21.13    0.00    0.00    0.00    0.00   28.22    9.28   18.94    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 077   128    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.43   10.35   21.08    0.00    0.00    0.00    0.00   28.14    9.25   18.89    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 078   129    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.36   10.32   21.04    0.00    0.00    0.00    0.00   28.07    9.23   18.84    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 079   130    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.27   10.29   20.98    0.00    0.00    0.00    0.00   27.98    9.20   18.78    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 080   131    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72       9      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.15   10.25   20.90    0.00    0.00    0.00    0.00   27.86    9.16   18.71    0.00    0.00    0.00    0.00    3.29    1.09    2.19    0.00    0.00    0.00       0
 2017 081   132    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72      10      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   31.00   10.20   20.80    0.00    0.00    0.00    0.00   27.72    9.11   18.61    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 082   133    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      32       9      19       1       1       2      72      10      17      12       6      27    8776    1127    2019    1531     775    3325    0.00   30.78   10.12   20.66    0.00    0.00    0.00    0.00   27.50    9.03   18.47    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 083   134    3715   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      33       9      19       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   30.52   10.03   20.49    0.00    0.00    0.00    0.00   27.24    8.93   18.30    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 084   135    3716   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      33       9      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   30.29    9.94   20.35    0.00    0.00    0.00    0.00   27.01    8.85   18.16    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 085   136    3716   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      33       9      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   30.01    9.84   20.17    0.00    0.00    0.00    0.00   26.73    8.74   17.98    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 086   137    3716   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      33       9      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   29.75    9.75   20.01    0.00    0.00    0.00    0.00   26.48    8.66   17.82    0.00    0.00    0.00    0.00    3.28    1.09    2.19    0.00    0.00    0.00       0
 2017 087   138    3716   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      33      10      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   29.51    9.66   19.85    0.00    0.00    0.00    0.00   26.23    8.57   17.66    0.00    0.00    0.00    0.00    3.28    1.09    2.18    0.00    0.00    0.00       0
 2017 088   139    3717   0.132    1551   0.055    8911       0    8911    1156    2076    1544     782    3354       0      34      10      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   29.21    9.55   19.66    0.00    0.00    0.00    0.00   25.94    8.46   17.48    0.00    0.00    0.00    0.00    3.27    1.09    2.18    0.00    0.00    0.00       0
 2017 089   140    3717   0.133    1550   0.055    8911       0    8911    1156    2076    1544     782    3354       0      34      10      20       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   28.85    9.41   19.43    0.00    0.00    0.00    0.00   25.58    8.32   17.25    0.00    0.00    0.00    0.00    3.27    1.09    2.18    0.00    0.00    0.00       0
 2017 090   141    3717   0.133    1550   0.055    8911       0    8911    1156    2076    1544     782    3354       0      34      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   28.47    9.27   19.20    0.00    0.00    0.00    0.00   25.20    8.18   17.02    0.00    0.00    0.00    0.00    3.27    1.09    2.18    0.00    0.00    0.00       0
 2017 091   142    3717   0.133    1550   0.055    8911       0    8911    1156    2075    1544     782    3354       0      34      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   28.25    9.19   19.06    0.00    0.00    0.00    0.00   24.98    8.10   16.88    0.00    0.00    0.00    0.00    3.27    1.09    2.18    0.00    0.00    0.00       0
 2017 092   143    3718   0.133    1550   0.055    8911       0    8911    1156    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   28.05    9.12   18.93    0.00    0.00    0.00    0.00   24.78    8.04   16.75    0.00    0.00    0.00    0.00    3.27    1.09    2.18    0.00    0.00    0.00       0
 2017 093   144    3718   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   27.87    9.06   18.81    0.00    0.00    0.00    0.00   24.60    7.97   16.63    0.00    0.00    0.00    0.00    3.26    1.09    2.18    0.00    0.00    0.00       0
 2017 094   145    3718   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   27.66    8.98   18.68    0.00    0.00    0.00    0.00   24.39    7.90   16.50    0.00    0.00    0.00    0.00    3.26    1.09    2.18    0.00    0.00    0.00       0
 2017 095   146    3718   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1531     775    3325    0.00   27.45    8.92   18.53    0.00    0.00    0.00    0.00   24.19    7.83   16.36    0.00    0.00    0.00    0.00    3.26    1.09    2.18    0.00    0.00    0.00       0
 2017 096   147    3718   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1530     775    3325    0.00   27.26    8.85   18.41    0.00    0.00    0.00    0.00   24.00    7.77   16.23    0.00    0.00    0.00    0.00    3.26    1.08    2.18    0.00    0.00    0.00       0
 2017 097   148    3718   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1530     775    3325    0.00   27.05    8.78   18.27    0.00    0.00    0.00    0.00   23.79    7.69   16.10    0.00    0.00    0.00    0.00    3.26    1.08    2.17    0.00    0.00    0.00       0
 2017 098   149    3719   0.133    1550   0.055    8911       0    8911    1155    2075    1544     782    3354       0      35      10      21       1       1       2      72      10      17      12       6      27    8776    1127    2018    1530     775    3325    0.00   26.85    8.71   18.14    0.00    0.00    0.00    0.00   23.59    7.63   15.96    0.00    0.00    0.00    0.00    3.26    1.08    2.17    0.00    0.00    0.00       0
