*SOM C DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                  Cumul.
!               <---- SOM C in top layers ----> <- SOM + LIT C in top layers -> <------------ Total Soil Organic Carbon (SOM + LIT) ------------> <--------- Active Soil Organic Carbon (SOM1) ---------> <---- Intermediate Soil Organic C (SOM2) -----> <------- Passive Soil Organic C (SOM3) -------> <------------------ Litter Carbon --------------------> <-------------- Metabolic Litter Carbon --------------> <------------- Structural Litter Carbon -------------->  Resid.  <-Accum. CO2->
!               20cm-kg  20cm-% 40cm-kg  40cm-% 20cm-kg  20cm-% 40cm-kg  40cm-%     Total Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 (kg/ha) Surface    Soil
@YEAR DOY   DAS  SCS20D  SC%20D  SCS40D  SC%40D  SLC20D  SL%20D  SLC40D  SL%40D      SOCD    SC0D    SCTD    SC1D    SC2D    SC3D    SC4D   SC5+D   S1C0D   S1CTD   S1C1D   S1C2D   S1C3D   S1C4D  S1C5+D   S2CTD   S2C1D   S2C2D   S2C3D   S2C4D  S2C5+D   S3CTD   S3C1D   S3C2D   S3C3D   S3C4D  S3C5+D    LC0D    LCTD    LC1D    LC2D    LC3D    LC4D   LC5+D   MEC0D   MECTD   MEC1D   MEC2D   MEC3D   MEC4D  MEC5+D   STC0D   STCTD   STC1D   STC2D   STC3D   STC4D  STC5+D    RESC   CO20C   CO2SC
 2017 265   316   26773   0.954   10976   0.388   27109   0.966   10991   0.388     63706       0   63706    8379   15084   10940    5547   23756       0     394     112     227      16      10      29    1571     278     519     211     107     456   61363    7879   14115   10701    5419   23249       0     378     110     222      13      11      22       0      40       5       9       7       6      13       0     338     105     213       6       5       9       0       0    1119
 2017 266   317   26773   0.954   10976   0.388   27108   0.966   10991   0.388     63705       0   63705    8379   15083   10940    5547   23756       0     393     111     226      16      10      29    1573     278     520     211     107     456   61363    7879   14115   10700    5419   23249       0     377     110     221      13      11      22       0      39       5       9       7       6      13       0     338     105     212       6       5      10       0       0    1121
 2017 267   318   26773   0.954   10976   0.388   27107   0.966   10991   0.388     63705       0   63705    8379   15082   10940    5547   23757       0     392     111     225      17      10      29    1575     279     522     211     107     456   61362    7879   14115   10700    5419   23248       0     376     109     221      13      11      22       0      39       5       9       7       6      13       0     337     105     211       6       5      10       0       0    1123
 2017 268   319   26773   0.954   10976   0.388   27106   0.966   10991   0.388     63704       0   63704    8378   15081   10940    5547   23757       0     391     111     224      17      10      29    1577     279     523     211     107     456   61362    7879   14115   10700    5419   23248       0     375     109     220      13      11      23       0      39       5       9       7       5      13       0     336     104     211       6       5      10       0       0    1126
 2017 269   320   26773   0.955   10976   0.388   27105   0.966   10991   0.388     63703       0   63703    8378   15080   10940    5547   23757       0     390     111     222      17      10      30    1579     279     525     211     107     457   61361    7879   14115   10700    5419   23248       0     374     109     219      13      10      22       0      38       5       9       7       5      13       0     335     104     210       6       5      10       0       0    1128
 2017 270   321   26773   0.955   10976   0.388   27104   0.966   10991   0.388     63702       0   63702    8378   15079   10940    5547   23757       0     388     110     221      17      10      30    1581     279     526     211     107     457   61361    7879   14115   10700    5419   23248       0     373     109     218      13      10      22       0      38       5       9       6       5      13       0     335     104     209       6       5      10       0       0    1131
 2017 271   322   26773   0.955   10976   0.388   27104   0.966   10991   0.388     63701       0   63701    8378   15079   10940    5547   23757       0     387     110     220      17      10      30    1582     280     528     211     107     457   61360    7879   14114   10700    5419   23247       0     371     109     217      13      10      22       0      38       5       8       6       5      13       0     334     104     208       6       5      10       0       0    1133
 2017 272   323   26773   0.955   10976   0.388   27103   0.966   10991   0.388     63700       0   63700    8378   15078   10940    5547   23757       0     386     110     218      17      11      30    1584     280     529     211     107     457   61359    7879   14114   10700    5419   23247       0     371     109     216      13      10      22       0      37       5       8       6       5      12       0     333     104     208       6       5      10       0       0    1135
 2017 273   324   26774   0.955   10976   0.388   27102   0.966   10991   0.388     63700       0   63700    8378   15077   10940    5547   23757       0     385     110     217      17      11      30    1586     280     531     211     107     457   61359    7879   14114   10700    5419   23247       0     370     109     215      13      10      22       0      37       5       8       6       5      12       0     333     104     207       6       5      10       0       0    1137
 2017 274   325   26774   0.955   10976   0.388   27102   0.966   10992   0.388     63700       0   63700    8379   15077   10941    5547   23757       0     385     110     216      17      11      30    1587     280     532     211     107     457   61358    7879   14114   10700    5419   23247       0     370     109     215      13      10      23       0      37       5       8       6       5      12       0     332     104     206       7       5      10       0       0    1139
 2017 275   326   26774   0.955   10976   0.388   27102   0.966   10992   0.388     63700       0   63700    8379   15076   10941    5547   23757       0     384     110     216      17      11      31    1588     280     533     211     107     457   61358    7879   14114   10699    5419   23247       0     370     109     214      13      10      23       0      37       5       8       6       5      12       0     332     104     206       7       5      10       0       0    1141
 2017 276   327   26774   0.955   10976   0.388   27101   0.966   10992   0.388     63700       0   63700    8379   15076   10941    5548   23757       0     384     110     215      17      11      31    1589     280     533     211     107     457   61358    7879   14114   10699    5419   23246       0     370     110     214      13      11      23       0      38       5       8       6       5      13       0     332     104     206       7       5      10       0       0    1142
 2017 277   328   26774   0.955   10976   0.388   27101   0.966   10992   0.388     63699       0   63699    8379   15075   10941    5547   23757       0     383     110     214      17      11      31    1590     280     534     211     107     457   61357    7879   14114   10699    5419   23246       0     369     110     213      13      10      23       0      37       5       8       6       5      12       0     332     104     205       7       5      10       0       0    1143
 2017 278   329   26774   0.955   10976   0.388   27100   0.966   10991   0.388     63698       0   63698    8379   15075   10940    5547   23756       0     383     110     214      17      11      31    1591     280     535     211     107     457   61357    7879   14114   10699    5419   23246       0     367     110     213      13      10      22       0      36       5       8       6       5      12       0     331     104     205       7       5      10       0       0    1144
 2017 279   330   26774   0.955   10976   0.388   27100   0.966   10991   0.388     63696       0   63696    8379   15074   10940    5547   23756       0     382     110     213      17      11      31    1591     280     536     211     108     457   61357    7879   14114   10699    5419   23246       0     366     110     212      12      10      22       0      35       5       8       6       5      12       0     331     104     204       7       5      10       0       0    1146
 2017 280   331   26774   0.955   10976   0.388   27099   0.966   10991   0.388     63695       0   63695    8379   15074   10940    5547   23756       0     382     110     212      17      11      31    1592     280     536     211     108     457   61356    7879   14114   10699    5419   23246       0     365     110     211      12      10      22       0      34       5       7       6       5      11       0     330     104     204       7       5      10       0       0    1147
 2017 281   332   26774   0.955   10976   0.388   27098   0.966   10991   0.388     63694       0   63694    8379   15073   10940    5547   23755       0     381     110     212      17      11      31    1593     280     537     211     108     457   61356    7879   14114   10699    5419   23246       0     363     109     211      12      10      21       0      34       5       7       5       5      11       0     330     104     204       7       5      10       0       0    1148
 2017 282   333   26774   0.955   10976   0.388   27097   0.966   10991   0.388     63692       0   63692    8378   15072   10940    5547   23755       0     380     110     211      18      11      31    1595     281     538     211     108     457   61356    7879   14114   10699    5419   23246       0     361     109     210      12      10      21       0      33       5       7       5       4      11       0     329     104     203       6       5      10       0       0    1150
 2017 283   334   26774   0.955   10976   0.388   27096   0.966   10990   0.388     63690       0   63690    8378   15072   10939    5547   23755       0     379     109     210      18      11      31    1596     281     539     211     108     457   61355    7879   14113   10699    5419   23245       0     360     109     209      12       9      21       0      32       5       7       5       4      10       0     328     104     203       6       5      10       0       0    1152
 2017 284   335   26774   0.955   10976   0.388   27095   0.966   10990   0.388     63689       0   63689    8377   15071   10939    5547   23754       0     378     109     210      18      11      31    1598     282     539     211     108     457   61355    7879   14113   10699    5418   23245       0     358     108     209      11       9      20       0      31       5       7       5       4      10       0     327     103     202       6       5      10       0       0    1153
 2017 285   336   26774   0.955   10976   0.388   27094   0.966   10990   0.388     63687       0   63687    8377   15071   10939    5546   23754       0     377     108     209      18      11      31    1599     282     540     211     108     458   61355    7879   14113   10699    5418   23245       0     356     108     208      11       9      20       0      30       5       7       5       4      10       0     326     103     202       6       5      10       0       0    1155
 2017 286   337   26774   0.955   10976   0.388   27093   0.966   10990   0.388     63686       0   63686    8377   15070   10939    5546   23754       0     377     108     209      18      11      32    1600     283     541     212     108     458   61354    7879   14113   10699    5418   23245       0     355     107     208      11       9      20       0      29       5       6       5       4      10       0     326     103     202       6       5      10       0       0    1156
 2017 287   338   26774   0.955   10976   0.388   27093   0.966   10990   0.388     63685       0   63685    8376   15070   10939    5546   23753       0     376     108     208      18      11      32    1601     283     541     212     108     458   61354    7879   14113   10699    5418   23245       0     354     107     207      11       9      19       0      29       5       6       5       4       9       0     325     103     201       6       5      10       0       0    1157
 2017 288   339   26774   0.955   10976   0.388   27092   0.966   10990   0.388     63684       0   63684    8376   15070   10939    5546   23753       0     375     107     208      18      11      32    1602     283     542     212     108     458   61354    7879   14113   10699    5418   23245       0     353     107     207      11       9      19       0      28       4       6       5       4       9       0     325     102     201       6       5      10       0       0    1158
